69,69(体位)
mikazuki_munechika,三日月宗近(刀剣乱舞)
mikazuki_yozora,三日月夜空
miki_sayaka,美树沙耶香
mikisugi_aikurou,美木杉愛九郎
mikko_(girls_und_panzer),ミッコ(GuP)
milfeulle_sakuraba,ミルフィーユ桜葉
mimura_kanako,三村かな子
minami_kotori,南小鸟
minamino_kanade,南野奏
minamoto_no_raikou_(swimsuit_lancer)_(fate),源頼光(水着)
minamoto_sakura,源さくら
minase_akiko,水瀬秋子
minase_iori,水濑伊织
minase_nayuki,水瀬名雪
minato_aqua,凑阿库娅
minazuki_karen,水無月かれん
misaka_imouto,御坂妹
misaka_mikoto,御坂美琴
mishaguji,ミシャグジさま
miss_cloud,misscloud
misumi_nagisa,美墨なぎさ
mitake_ran,美竹蘭
miura_azusa,三浦あずさ
miyafuji_yoshika,宮藤芳佳
miyako_yoshika,宮古芳香
miyamizu_mitsuha,宮水三葉
miyamoto_frederica,宮本フレデリカ
miyamoto_musashi_(swimsuit_berserker)_(fate),宮本武蔵(水着)
miyanaga_saki,宮永咲
miyu_edelfelt,美游·艾德费尔特
mizuhashi_parsee,水橋パルスィ
mizunashi_akari,水無灯里
mizuno_ai,水野愛
mizuno_ami,水野亜美
mizutani_eri,水谷絵理
mogami_shizuka,最上静香
momoe_nagisa,百江なぎさ
momozono_love,桃園ラブ
mononobe_no_futo,物部布都
mordred_(fate),莫德雷德（命运）
mordred_(swimsuit_rider)_(fate),モードレッド(水着)
morichika_rinnosuke,森近霖之助
morikubo_nono,森久保诺诺
morishima_haruka,森島はるか
moriya_suwako,洩矢諏訪子
moroboshi_kirari,諸星きらり
motoori_kosuzu,本织小铃
mukai_takumi,向井拓海
mukaido_manaka,向井戸まなか
mumei_(kabaneri),無名(甲鉄城のカバネリ)
murasa_minamitsu,村紗水蜜
murasaki_shikibu_(fate),紫式部（命运）
murasaki_shion,紫咲诗音
myoudouin_itsuki,明堂院いつき
naegi_makoto,苗木誠
nagae_iku,永江衣玖
naganohara_mio,長野原みお
nagato_yuki,长门有希
nagisa_kaworu,渚カヲル
nakano_azusa,中野梓
nakano_miku,中野三玖
nakano_nino,中野二乃
nakano_yotsuba,中野四叶
namazuo_toushirou,鯰尾藤四郎
nanami_chiaki,七海千秋
nanao_yuriko,七尾百合子
nanasaki_ai,七咲逢
naoe_riki,直枝理樹
naomi_(girls_und_panzer),ナオミ(Gup)
narukami_yuu,鳴上悠
natori_sana,名取纱那
natsu_megumi,奈津恵
natsuiro_matsuri,夏色まつり
natsume_kyousuke,棗恭介
natsume_rin,棗鈴
nekomiya_hinata,猫宮ひなた
nekomusume,猫娘
nekomusume_(gegege_no_kitarou_6),6期猫娘
nemoto_hina,根元陽菜
nero_claudius_(bride)_(fate),尼禄克劳狄斯（新娘）（命运）
nero_claudius_(fate),尼禄克劳狄斯（命运）
nero_claudius_(swimsuit_caster)_(fate),ネロ・クラウディウス(水着)
nibutani_shinka,丹生谷森夏
niijima_makoto,新島真
nijimura_okuyasu,虹村億泰
nikaidou_saki,二階堂サキ
ninomiya_asuka,二宮飛鳥
nishi_kinuyo,西絹代
nishida_satono,爾子田里乃
nishikino_maki,西木野真姬
nishizumi_maho,西住まほ
nishizumi_miho,西住美穗
nishizumi_shiho,西住しほ
nitocris_(swimsuit_assassin)_(fate),ニトクリス(水着)
nitta_minami,新田美波
nonna_(girls_und_panzer),ノンナ
northern_white-faced_owl_(kemono_friends),アフリカオオコノハズク(けものフレンズ)
noumi_kudryavka,能美クドリャフカ
nyarlathotep_(nyaruko-san),ニャル子
octoling,タコガール
oda_nobunaga_(fate),织田信长（命运）
ogasawara_sachiko,小笠原祥子
ogata_chieri,緒方智絵里
ohara_mari,小原鞠莉
oikawa_shizuku,及川雫
okabe_rintarou,岡部倫太郎
okazaki_tomoya,岡崎朋也
okazaki_ushio,岡崎汐
okazaki_yumemi,岡崎夢美
okita_sougo,沖田総悟
okita_souji_alter_(fate),冲田总司alter（命运）
okita_souji_(fate),冲田总司（命运）
okumura_haru,奥村春
onozuka_komachi,小野塚小町
ooji_mochizou,大路もち蔵
ookami_mio,大神ミオ
oomori_yuuko,大森ゆうこ
oomuro_sakurako,大室櫻子
orange_pekoe_(girls_und_panzer),オレンジペコ(GuP)
oreki_houtarou,折木奉太郎
oribe_yasuna,折部やすな
orihara_izaya,折原臨也
oshida_(girls_und_panzer),押田(GuP)
oshino_shinobu,忍野忍
otonashi_yuzuru,音無結弦
otonashi_kotori,音無小鳥
ouma_kokichi,王馬小吉
oumae_kumiko,黄前久美子
oyama_mahiro,緒山真尋
palutena,パルテナ
patchouli_knowledge,帕秋莉 诺蕾姬
pepperoni_(girls_und_panzer),ペパロニ(GuP)
p-head_producer,間島P
pipimi,ピピ美
platelet_(hataraku_saibou),血小板(はたらく細胞)
popuko,ポプ子
princess_daisy,デイジー姫
princess_king_boo,キングテレサ姫
princess_of_moonbrook,ムーンブルクの王女
princess_peach,ピーチ姫
princess_zelda,塞尔达公主
prinz_eugen_(azur_lane),欧根亲王（碧蓝航线）
prinz_eugen_(unfading_smile)_(azur_lane),欧根亲王（不褪色的微笑）
producer_(idolmaster_cinderella_girls_anime),武内P
lucoa_(maidragon),ケツァルコアトル(小林さんちのメイドラゴン)
raiden_mei,雷电芽衣
ranma-chan,女らんま
re-class_battleship,戦艦レ級
reisen_udongein_inaba,铃仙·优昙华院·因幡
reiuji_utsuho,灵乌路空
reizei_mako,冷泉麻子
remilia_scarlet,雷米莉亚
rensouhou-chan,連装砲ちゃん
rensouhou-kun,連装砲くん
ri-class_heavy_cruiser,重巡リ級
riesz,リース(聖剣伝説3)
ringo_(touhou),鈴瑚
rosehip_(girls_und_panzer),聖グロリアーナ女学院
ru-class_battleship,戦艦ル級
rumia,ルーミア
ryougi_shiki,両儀式
ryuuguu_rena,龙宫礼奈
saber,Saber
sage_(dq3),賢者
sagisawa_fumika,鷺沢文香
saigusa_haruka,三枝葉留佳
saigyouji_yuyuko,西行寺幽幽子
sairenji_haruna,西連寺春菜
sakagami_tomoyo,坂上智代
sakamoto_mio,坂本美緒
sakata_gintoki,坂田銀時
sakuma_mayu,佐久間まゆ
sakura_chiyo,佐倉千代
sakura_futaba,佐倉双葉
sakura_kyouko,佐仓杏子
sakura_miku,桜ミク
sakurai_momoka,櫻井桃華
sakurajima_mai,樱岛麻衣
sakurauchi_riko,樱内梨子
sanada_akihiko,真田明彦
sanageyama_uzu,猿投山渦
saniwa_(touken_ranbu),審神者(刀剣乱舞)
sanzen'in_nagi,三千院ナギ
saotome_alto,早乙女阿尔特
saotome_ranma,早乙女乱馬
sasaki_chie,佐々木千枝
sasaki_chiho,佐々木千穂
sasha_braus,サシャ・ブラウス
saten_ruiko,佐天涙子
satonaka_chie,里中千枝
satou_kazuma,佐藤和真
sawa_azusa,澤梓
sawamura_spencer_eriri,泽村·斯潘塞·英梨梨
sayo_samonji,小夜左文字
scathach_(swimsuit_assassin)_(fate),スカサハ(水着)
seiran_(touhou),晴岚（东方）
sekibanki,赤蛮奇
semiramis_(fate),セミラミス(Fate)
sendai_hakurei_no_miko,先代博麗の巫女
sengoku_nadeko,千石撫子
senjougahara_hitagi,戦場ヶ原ひたぎ
senkawa_chihiro,千川ちひろ
senketsu,神衣鲜血
sento_isuzu,千斗いすず
serval_(kemono_friends),サーバル(けものフレンズ)
sesshouin_kiara,杀生院祈荒
seto_kousuke,瀬戸幸助
sf-a2_miki,SF-A2
shameimaru_aya,射命丸文
shanghai_doll,上海人形
shibuya_rin,涩谷凛
shidare_hotaru,枝垂ほたる
shihouin_yoruichi,四楓院夜一
shiina_mayuri,椎名まゆり
shijou_takane,四条贵音
shiki_eiki,四季映姫・ヤマザナドゥ
shima_rin,志摩凛
shimada_arisu,島田愛里寿
shimamura_uzuki,島村卯月
shimazu_yoshino,島津由乃
shindou_takuto,神童拓人
shinjou_akane,新条茜
shinku,真红
shinomiya_kaguya,四宫辉夜
shinonome_nano,東雲なの
shinonono_houki,篠ノ之箒
shiomi_kotone,汐見琴音
shirabe_ako,調辺アコ
shirai_kuroko,白井黑子
shirakami_fubuki,白上吹雪
shirakiin_ririchiyo,白鬼院凜々蝶
shiranui_mai,不知火舞
shirasaka_koume,白坂小梅
shirase_sakuya,白瀬咲耶
shirayuki_hime,白雪ひめ
shirogane_naoto,白鐘直斗
shizuka_rin,静凛
shokudaikiri_mitsutada,燭台切光忠
shokuhou_misaki,食蜂操祈
shoukaku_(azur_lane),翔鶴(アズールレーン)
siege_(arknights),推进之王（明日方舟）
silica,綾野珪子
sin_sack,罪袋
sinon,诗乃|诗乃(SAO)
sirius_(azure_horizons)_(azur_lane),天狼星
sirius_(scorching-hot_seirios)_(azur_lane),天狼星
siro_(dennou_shoujo_youtuber_siro),電脳少女シロ
skadi_(arknights),斯卡蒂（明日方舟）
slime_(dragon_quest),スライム肉まん
soga_no_tojiko,苏我屠自古
son_gohan,孫悟飯
sonoda_umi,园田海末
sonohara_anri,園原杏里
sonozaki_mion,園崎魅音
sonozaki_shion,園崎詩音
sora_ginko,空银子
souryuu_asuka_langley,惣流明日香
souseiseki,蒼星石
stakes_of_purgatory,煉獄の七姉妹
star_platinum,星の白金
sugimoto_reimi,杉本鈴美
sugiura_ayano,杉浦綾乃
suigintou,水銀燈
suiseiseki,翠星石
sukuna_shinmyoumaru,少名针妙丸
sunazuka_akira,砂塚あきら
suou_pavlichenko,蘇芳・パヴリチェンコ
super_pochaco,すーぱーぽちゃ子
super_sonico,すーぱーそに子
suzukaze_aoba,涼風青葉
suzuki_jun,鈴木純
suzumiya_haruhi,凉宫春日
tachibana_arisu,橘ありす
tachibana_hibiki_(symphogear),立花響
tachibana_taki,立花瀧
ta-class_battleship,戦艦タ級
tada_riina,多田李衣菜
taihou_(azur_lane),大凤(碧蓝航线)
taihou_(forbidden_feast)_(azur_lane),大凤（禁宴）
tainaka_ritsu,田井中律
takagaki_kaede,高垣枫
takagi-san,高木さんめ
takakura_himari,高倉陽毬
takamachi_nanoha,高町奈叶
takamaki_anne,高巻杏
takami_chika,高海千歌
takamori_aiko,高森藍子
takanashi_rikka,小鳥遊六花
takao_(azur_lane),高雄(碧蓝航线)
takara_miyuki,高良みゆき
takarada_rikka,宝多六花
takasu_ryuuji,高須竜児
takatsuki_yayoi,高槻やよい
takeba_yukari,岳羽ゆかり
takebe_saori,武部沙织
takei_hisa,竹井久
takimoto_hifumi,滝本ひふみ
tamamo_(fate),玉藻（命运）
tamamo_no_mae_(fate/extra),玉藻前（命运/额外）
tamamo_no_mae_(swimsuit_lancer)_(fate),玉藻前（泳装）
tamura_yuri,田村ゆり
tanamachi_kaoru,棚町薫
taneshima_popura,種島ぽぷら
tanned_cirno,日焼けしたチルノ
tatara_kogasa,多多良小伞
tatebayashi_sakurako,馆林樱子
tateyama_ayano,楯山文乃
tatsumaki,戦慄のタツマキ
tatsumi_kanji,巽完二
tedeza_rize,天天座理世
teireida_mai,丁礼田舞
tendou_akane,天道あかね
tenjou_utena,天上欧蒂娜
tenjouin_asuka,天上院明日香
ten'ou_haruka,天王はるか
tachibana_kanade,立华奏
texas_(arknights),德克萨斯（明日方舟）
t-head_admiral,T督
todoroki_shouto,轰焦冻
toga_himiko,渡我被身子
tohno_akiha,远野秋叶
tohno_shiki,远野志贵
tohsaka_rin,远坂凛
tohsaka_tokiomi,远坂时臣
tokiko_(touhou),朱鷺子
tokisaki_kurumi,时崎狂三
tomoe_hotaru,土萠ほたる
tomoe_mami,巴麻美
toon_link,猫目リンク
toramaru_shou,寅丸星
toshinou_kyouko,歳納京子
totoki_airi,十時愛梨
toudou_shimako,藤堂志摩子
toudou_yurika,藤堂ユリカ
toujou_nozomi,東條希
touwa_erio,藤和エリオ
toyosatomimi_no_miko,豊聡耳神子
tsukikage_yuri,月影ゆり
tsukimiya_ayu,月宮あゆ
tsukino_mito,月ノ美兎
tsukino_usagi,月野兔
tsukioka_kogane,月岡恋鐘
tsukumo_benben,九十九弁々
tsukumo_yatsuhashi,九十九八橋
tsukuyomi_shirabe,月読調
tsurumaki_kokoro,弦巻こころ
tsurumaki_maki,弦巻マキ
tsurumaru_kuninaga,鶴丸国永
tsuruya,鶴屋さん
tsushima_yoshiko,津岛善子
uchi_emiri,内笑美莉
udagawa_tomoe,宇田川巴
uehara_himari,上原ひまり
uiharu_kazari,初春飾利
ujimatsu_chiya,宇治松千夜
ultimate_madoka,女神まどか
united_kingdom_(hetalia),アーサー・カークランド
unzan,雲山
uraraka_ochako,麗日お茶子
uruha_rushia,潤羽露西婭
uryuu_ryuunosuke,雨生龍之介
usada_pekora,兔田佩克拉
usami_renko,宇佐見蓮子
usami_sumireko,宇佐見菫子
ushiromiya_ange,右代宮縁寿
ushiromiya_battler,右代宮戦人
ushiromiya_jessica,右代宮朱志香
ushiromiya_maria,右代宮真里亞
utsugi_yuuki,宇津木優木
vampire_(azur_lane),吸血鬼(碧蓝航线)
viktor_nikiforov,勇ヴィク
vivio,高町ヴィヴィオ
wakasagihime,わかさぎ姫
watanabe_you,渡辺曜
watatsuki_no_toyohime,綿月豊姫
watatsuki_no_yorihime,綿月依姫
white_mage,白魔道士
wo-class_aircraft_carrier,空母ヲ級
yae_sakura,八重樱
yagami_hayate,八神疾风
yagen_toushirou,薬研藤四郎
yagokoro_eirin,八意永琳
yakumo_ran,八云蓝
yakumo_yukari,八云紫
yamabuki_inori,山吹祈里
yamada_aoi,山田葵
yamada_elf,山田エルフ
yamagishi_fuuka,山岸風花
yamanaka_ino,山中いの
yamanaka_sawako,山中さわ子
yamashiro_(azur_lane),山城(アズールレーン)
yamato-no-kami_yasusada,大和守安定
yaoyorozu_momo,八百万百
yasaka_kanako,八坂神奈子
yazawa_nico,矢泽妮可
yorha_no._2_type_b,ヨルハ二号B型
yorha_no._9_type_s,ヨルハ九号S型
yorha_type_a_no._2,ヨルハA型二号
yorigami_jo'on,依神女苑
yorigami_shion,依神紫苑
yoshida_yuuko_(machikado_mazoku),吉田優子
yoshikawa_chinatsu,吉川ちなつ
yotsuba_alice,四葉ありす
yowane_haku,弱音ハク
yuigahama_yui,由比滨结衣
yuki_miku,雪初音
yukine_chris,雪音クリス
yukinoshita_yukino,雪之下雪乃
yukishiro_honoka,雪城ほのか
yumehara_nozomi,夢原のぞみ
yumemi_riamu,梦见璃亚梦
yumi_(senran_kagura),雪泉（闪乱神乐）
yumizuka_satsuki,弓塚さつき
nakamura_yuri,仲村ゆり
yuudachi_(azur_lane),夕立(アズールレーン)
yuuki_makoto,有里湊
yuuki_mikan,结城美柑
yuzuhara_konomi,柚原このみ
yuzuki_yukari,結月ゆかり
yuzuriha_inori,楪いのり
z23_(azur_lane),Z23(碧蓝航线)
1970s_(style),20世纪70年代(风格)
1980s_(style),20世纪80年代(风格)
1990s_(style),90年代(风格)
1boys,1个男性
1koma,单格漫画
1other,1个非人类
2boys,2个男性
2girls,2个女性
2koma,双分镜漫画
2others,2个非人类
39,ミクの日
3boys,3个男性
3girls,3个女性
3koma,三格漫画
4boys,4个男性
4girls,4个女性
4koma,四格漫画
5boys,5个男性
5girls,5个女性
5koma,五格漫画
6+boys,6个以上的男性
6+girls,6个以上的女性
abs,腹肌
absolutely_everyone,大合影|全家福
abstract,抽象
abstract_background,抽象背景
absurdly_long_hair,超长的头发
abuse,虐待
acoustic_guitar,原声吉他
acrylic_paint_(medium),亚克力画风
adapted_costume,原设服装改编
adapted_uniform,改装制服
adjusting_clothes,拨弄衣服
adjusting_eyewear,扶眼镜
adjusting_gloves,拨弄手套
adjusting_hair,理头发
adjusting_hat,整理帽子
adjusting_headwear,整理头饰
adjusting_legwear,整理裤袜
adjusting_panties,拨内裤
adjusting_swimsuit,拨弄泳衣
aerial_fireworks,空中烟火
aestus_estus,原初之火(武器)
afloat,漂浮
afro,鸟窝头|爆炸头
after_anal,肛交后
after_fellatio,口交后
after_kiss,接吻后
after_paizuri,乳交后
after_sex,事后
after_vaginal,事后阴道特写
afterglow,事后余韵
afterimage,残像
against_glass,压在玻璃上
against_wall,压在墙上
age_difference,年龄差
age_progression,年龄段展现
age_regression,幼化
ahegao,阿嘿颜
aiguillette,绶带
aiming,瞄准
aiming_at_viewer,瞄准了读者(的视角)
ainu_clothes,阿伊努人的服饰
air_bubble,气泡
air_conditioner,空调
aircraft,飞行器
airplane,飞机
airship,飞艇
ajirogasa,笠帽
akanbe,拉下眼睑的鬼脸
akeome,新年伊始
alarm_clock,闹钟
albino,白化病
album_cover,专辑封面
alcohol,酒
alien,外星人
alley,小巷
alolan_form,阿罗拉形态(宝可梦)
alpha_signature,阿尔法签名(推特用)
alphes_(style),阿尔卑斯风格
alternate_breast_size,贫乳化|爆乳化
alternate_color,异色
alternate_costume,角色换装
alternate_eye_color,与原设不同瞳色
alternate_form,与原设不同形态变化
alternate_hair_color,与原设不同发色变化
alternate_hair_length,与原设不同头发长度变化
alternate_hairstyle,与原设不同发型变化
alternate_headwear,与原设不同头饰变化
alternate_legwear,与原设不同腿部穿着变化
alternate_skin_color,与原设不同肤色变化
alternate_weapon,与原设不同武器变化
alternate_wings,与原设不同翅膀
ambiguous_gender,性别暧昧
america,美国
american_flag,星条旗
american_flag_bikini,星条旗比基尼
ammunition,弹药
ammunition_belt,弹药带
amplifier_(instrument),大音响
amputee,肢体残缺
amulet,护身符
anal,肛门|肛交
anal_fingering,手指刺激肛门
anal_hair,肛毛
anal_object_insertion,肛门物体插入
anal_tail,肛尾|插进肛门里的尾巴
anchor,锚
anchor_choker,锚形项圈
anchor_hair_ornament,锚形发饰
anchor_print,锚形印花
anchor_symbol,锚形符号
androgynous,可男可女
android,人造人
angel_and_devil,天使与恶魔
angel_wings,天使的翅膀
anger_vein,青筋
anglerfish,鮟鱇
angora_rabbit,安哥拉兔
angry,发怒
anilingus,舔肛门
animal,动物
animal_costume,动物系装扮
animal_ear_fluff,耳绒毛
animal_ears,兽耳
animal_focus,以动物为焦点
animal_hat,动物主题帽饰
animal_hood,兽耳头罩
animal_hug,抱着动物
animal_on_head,头上有动物
animal_on_lap,膝盖上有动物
animal_on_shoulder,肩上有动物
animal_print,动物印花
animalization,动物化
anime_coloring,动画上色
ankh,安库(假面骑士OOO)
ankle_boots,踝靴
ankle_lace-up,脚踝系带
ankle_ribbon,踝带
ankle_socks,踝袜
ankle_strap,脚踝丝环
ankle_wrap,脚踝套
anklet,脚镯
anniversary,纪念日
announcement_celebration,贺图
annoyed,恼怒的
antenna_hair,呆毛
antennae,触角
anti-materiel_rifle,反器材步枪
antique_firearm,旧式火器
antlers,鹿角
anus,肛门
anus_peek,微微露出肛门
anzio_military_uniform,安齐奥军服
anzio_school_uniform,安齐奥校服
apple,苹果
applying_makeup,化妆
april_fools,愚人节
aqua_background,水蓝色背景
aqua_bow,水蓝色蝴蝶结
aqua_dress,水蓝色连衣裙
aqua_eyes,水蓝色眼睛
aqua_hair,水蓝色头发
aqua_legwear,水蓝色的裤袜
aqua_nails,水蓝色指甲
aqua_neckwear,水蓝色领结
aqua_panties,水蓝色内裤
aqua_ribbon,水蓝色丝带
aqua_shirt,水蓝色衬衫
aqua_skirt,水蓝色短裙
aqua_theme,水蓝色
aquarium,水族馆
arabian_clothes,阿拉伯服饰
arachne,蜘蛛属性
araki_hirohiko_(style),荒木飞吕彦风
aran_sweater,爱尔兰毛衣
arched_back,拱背
archery,射箭
architecture,建筑
areola_slip,乳晕走光
argyle,菱形花纹
argyle_background,菱形背景
argyle_legwear,含菱形花纹的裤子
aria_company_uniform,亚利亚公司制服
arm_around_neck,单手搂着脖子
arm_around_waist,单手搂腰
arm_at_side,单手垂放
arm_behind_back,单手背到身后
arm_behind_head,单手托在脑后
arm_belt,臂环
arm_blade,手臂刀刃
arm_cannon,手炮
arm_garter,手臂袜带
arm_grab,抓住手臂
arm_guards,护臂
arm_held_back,手臂往后拉
arm_hug,挽手
arm_ribbon,手臂丝带
arm_tattoo,手臂有纹身
arm_under_breasts,托胸
arm_up,举着手
arm_warmers,暖袖
arm_wrap,袖套
armband,腕章
armchair,扶手椅
armor,盔甲
armored_boots,装甲靴
armored_dress,战甲裙
armpit_crease,腋窝皱褶
armpit_cutout,衣服有能露出腋下的开口
armpit_hair,腋毛
armpit_peek,微微露出腋窝
armpits,腋下
arms_around_neck,双手搂着脖子
arms_at_sides,双手垂放
arms_behind_head,双手抱头
arms_under_breasts,双手托胸
army,军队
arrancar,破面(死神系列)
arrow_(projectile),箭矢
arrow_(symbol),箭头
art_brush,画笔
art_nouveau,新艺术
artbook,美术集
artist_name,作者署名
artist_self-insert,以作者本人为蓝本
asa_no_ha_(pattern),麻叶纹
ascot,阿斯科特领巾
ashford_academy_uniform,阿什福特学院制服
asian,亚洲人
asphyxiation,窒息
ass_cutout,露出屁股的服饰
ass_focus,屁股为焦点
ass_grab,抓着屁股
ass_shake,晃屁股
ass_support,托着屁股
ass_visible_through_thighs,正面可见的屁股
assault_rifle,突击步枪
assisted_exposure,剥开衣服
ass-to-ass,屁股贴屁股
asymmetrical_bangs,不对称的刘海
asymmetrical_clothes,不对称的服饰
asymmetrical_docking,胸部互碰|胸顶着胸
asymmetrical_gloves,不对称的手套
